ccode1,stateabb1,ccode2,stateabb2,year,defense,neutrality,nonaggression,entente
2,USA,20,CAN,1949,1,0,1,1
2,USA,20,CAN,1950,1,0,1,1
2,USA,20,CAN,1951,1,0,1,1
2,USA,20,CAN,1952,1,0,1,1
2,USA,20,CAN,1953,1,0,1,1
2,USA,20,CAN,1954,1,0,1,1
2,USA,20,CAN,1955,1,0,1,1
2,USA,20,CAN,1956,1,0,1,1
2,USA,20,CAN,1957,1,0,1,1
2,USA,20,CAN,1958,1,0,1,1
2,USA,20,CAN,1959,1,0,1,1
2,USA,20,CAN,1960,1,0,1,1
2,USA,20,CAN,1961,1,0,1,1
2,USA,20,CAN,1962,1,1,1,1
2,USA,20,CAN,1963,1,1,1,1
2,USA,20,CAN,1964,1,1,1,1
2,USA,20,CAN,1965,1,0,1,1
2,USA,20,CAN,1966,1,0,1,1
2,USA,20,CAN,1967,1,0,1,1
2,USA,20,CAN,1968,1,0,1,1
2,USA,20,CAN,1969,1,0,1,1
2,USA,20,CAN,1970,1,0,1,1
2,USA,20,CAN,1971,1,0,1,1
2,USA,20,CAN,1972,1,0,1,1
2,USA,20,CAN,1973,1,0,1,1
2,USA,20,CAN,1974,1,0,1,1
2,USA,20,CAN,1975,1,0,1,1
2,USA,20,CAN,1976,1,0,1,1
2,USA,20,CAN,1977,1,0,1,1
2,USA,20,CAN,1978,1,0,1,1
2,USA,20,CAN,1979,1,0,1,1
2,USA,20,CAN,1980,1,0,1,1
2,USA,20,CAN,1981,1,0,1,1
2,USA,20,CAN,1982,1,0,1,1
2,USA,20,CAN,1983,1,0,1,1
2,USA,20,CAN,1984,1,0,1,1
2,USA,20,CAN,1985,1,0,1,1
2,USA,20,CAN,1986,1,0,1,1
2,USA,20,CAN,1987,1,0,1,1
2,USA,20,CAN,1988,1,0,1,1
2,USA,20,CAN,1989,1,0,1,1
2,USA,20,CAN,1990,1,0,1,1
2,USA,20,CAN,1991,1,0,1,1
2,USA,20,CAN,1992,1,0,1,1
2,USA,20,CAN,1993,1,0,1,1
2,USA,20,CAN,1994,1,0,1,1
2,USA,20,CAN,1995,1,0,1,1
2,USA,20,CAN,1996,1,0,1,1
2,USA,20,CAN,1997,1,0,1,1
2,USA,20,CAN,1998,1,0,1,1
2,USA,20,CAN,1999,1,0,1,1
2,USA,20,CAN,2000,1,0,1,1
2,USA,20,CAN,2001,1,0,1,1
2,USA,20,CAN,2002,1,0,1,1
2,USA,20,CAN,2003,1,0,1,1
2,USA,20,CAN,2004,1,0,1,1
2,USA,20,CAN,2005,1,0,1,1
2,USA,20,CAN,2006,1,0,1,1
2,USA,20,CAN,2007,1,0,1,1
2,USA,20,CAN,2008,1,0,1,1
2,USA,20,CAN,2009,1,0,1,1
2,USA,20,CAN,2010,1,0,1,1
2,USA,20,CAN,2011,1,0,1,1
2,USA,20,CAN,2012,1,0,1,1
2,USA,31,BHM,1982,1,0,1,1
2,USA,31,BHM,1983,1,0,1,1
2,USA,31,BHM,1984,1,0,1,1
2,USA,31,BHM,1985,1,0,1,1
2,USA,31,BHM,1986,1,0,1,1
2,USA,31,BHM,1987,1,0,1,1
2,USA,31,BHM,1988,1,0,1,1
2,USA,31,BHM,1989,1,0,1,1
2,USA,31,BHM,1990,1,0,1,1
2,USA,31,BHM,1991,1,0,1,1
2,USA,31,BHM,1992,1,0,1,1
2,USA,31,BHM,1993,1,0,1,1
2,USA,31,BHM,1994,1,0,1,1
2,USA,31,BHM,1995,1,0,1,1
2,USA,31,BHM,1996,1,0,1,1
2,USA,31,BHM,1997,1,0,1,1
2,USA,31,BHM,1998,1,0,1,1
2,USA,31,BHM,1999,1,0,1,1
2,USA,31,BHM,2000,1,0,1,1
2,USA,31,BHM,2001,1,0,1,1
2,USA,31,BHM,2002,1,0,1,1
2,USA,31,BHM,2003,1,0,1,1
2,USA,31,BHM,2004,1,0,1,1
2,USA,31,BHM,2005,1,0,1,1
2,USA,31,BHM,2006,1,0,1,1
2,USA,31,BHM,2007,1,0,1,1
2,USA,31,BHM,2008,1,0,1,1
2,USA,31,BHM,2009,1,0,1,1
2,USA,31,BHM,2010,1,0,1,1
2,USA,31,BHM,2011,1,0,1,1
2,USA,31,BHM,2012,1,0,1,1
2,USA,40,CUB,1936,0,0,0,1
2,USA,40,CUB,1937,0,0,0,1
2,USA,40,CUB,1938,0,0,0,1
2,USA,40,CUB,1939,0,0,0,1
2,USA,40,CUB,1940,0,0,0,1
2,USA,40,CUB,1941,0,0,0,1
2,USA,40,CUB,1942,0,0,0,1
2,USA,40,CUB,1943,0,0,0,1
2,USA,40,CUB,1944,0,0,0,1
2,USA,40,CUB,1945,1,0,0,1
2,USA,40,CUB,1946,1,0,0,1
2,USA,40,CUB,1947,1,0,1,1
2,USA,40,CUB,1948,1,0,1,1
2,USA,40,CUB,1949,1,0,1,1
2,USA,40,CUB,1950,1,0,1,1
2,USA,40,CUB,1951,1,0,1,1
2,USA,40,CUB,1952,1,0,1,1
2,USA,40,CUB,1953,1,0,1,1
2,USA,40,CUB,1954,1,0,1,1
2,USA,40,CUB,1955,1,0,1,1
2,USA,40,CUB,1956,1,0,1,1
2,USA,40,CUB,1957,1,0,1,1
2,USA,40,CUB,1958,1,0,1,1
2,USA,40,CUB,1959,1,0,1,1
2,USA,40,CUB,1960,1,0,1,1
2,USA,40,CUB,1961,1,0,1,1
2,USA,40,CUB,1962,1,0,1,1
2,USA,41,HAI,1936,0,0,0,1
2,USA,41,HAI,1937,0,0,0,1
2,USA,41,HAI,1938,0,0,0,1
2,USA,41,HAI,1939,0,0,0,1
2,USA,41,HAI,1940,0,0,0,1
2,USA,41,HAI,1941,0,0,0,1
2,USA,41,HAI,1942,0,0,0,1
2,USA,41,HAI,1943,0,0,0,1
2,USA,41,HAI,1944,0,0,0,1
2,USA,41,HAI,1945,1,0,0,1
2,USA,41,HAI,1946,1,0,0,1
2,USA,41,HAI,1947,1,0,1,1
2,USA,41,HAI,1948,1,0,1,1
2,USA,41,HAI,1949,1,0,1,1
2,USA,41,HAI,1950,1,0,1,1
2,USA,41,HAI,1951,1,0,1,1
2,USA,41,HAI,1952,1,0,1,1
2,USA,41,HAI,1953,1,0,1,1
2,USA,41,HAI,1954,1,0,1,1
2,USA,41,HAI,1955,1,0,1,1
2,USA,41,HAI,1956,1,0,1,1
2,USA,41,HAI,1957,1,0,1,1
2,USA,41,HAI,1958,1,0,1,1
2,USA,41,HAI,1959,1,0,1,1
2,USA,41,HAI,1960,1,0,1,1
2,USA,41,HAI,1961,1,0,1,1
2,USA,41,HAI,1962,1,0,1,1
2,USA,41,HAI,1963,1,0,1,1
2,USA,41,HAI,1964,1,0,1,1
2,USA,41,HAI,1965,1,0,1,1
2,USA,41,HAI,1966,1,0,1,1
2,USA,41,HAI,1967,1,0,1,1
2,USA,41,HAI,1968,1,0,1,1
2,USA,41,HAI,1969,1,0,1,1
2,USA,41,HAI,1970,1,0,1,1
2,USA,41,HAI,1971,1,0,1,1
2,USA,41,HAI,1972,1,0,1,1
2,USA,41,HAI,1973,1,0,1,1
2,USA,41,HAI,1974,1,0,1,1
2,USA,41,HAI,1975,1,0,1,1
2,USA,41,HAI,1976,1,0,1,1
2,USA,41,HAI,1977,1,0,1,1
2,USA,41,HAI,1978,1,0,1,1
2,USA,41,HAI,1979,1,0,1,1
2,USA,41,HAI,1980,1,0,1,1
2,USA,41,HAI,1981,1,0,1,1
2,USA,41,HAI,1982,1,0,1,1
2,USA,41,HAI,1983,1,0,1,1
2,USA,41,HAI,1984,1,0,1,1
2,USA,41,HAI,1985,1,0,1,1
2,USA,41,HAI,1986,1,0,1,1
2,USA,41,HAI,1987,1,0,1,1
2,USA,41,HAI,1988,1,0,1,1
2,USA,41,HAI,1989,1,0,1,1
2,USA,41,HAI,1990,1,0,1,1
2,USA,41,HAI,1991,1,0,1,1
2,USA,41,HAI,1992,1,0,1,1
2,USA,41,HAI,1993,1,0,1,1
2,USA,41,HAI,1994,1,0,1,1
2,USA,41,HAI,1995,1,0,1,1
2,USA,41,HAI,1996,1,0,1,1
2,USA,41,HAI,1997,1,0,1,1
2,USA,41,HAI,1998,1,0,1,1
2,USA,41,HAI,1999,1,0,1,1
2,USA,41,HAI,2000,1,0,1,1
2,USA,41,HAI,2001,1,0,1,1
2,USA,41,HAI,2002,1,0,1,1
2,USA,41,HAI,2003,1,0,1,1
2,USA,41,HAI,2004,1,0,1,1
2,USA,41,HAI,2005,1,0,1,1
2,USA,41,HAI,2006,1,0,1,1
2,USA,41,HAI,2007,1,0,1,1
2,USA,41,HAI,2008,1,0,1,1
2,USA,41,HAI,2009,1,0,1,1
2,USA,41,HAI,2010,1,0,1,1
2,USA,41,HAI,2011,1,0,1,1
2,USA,41,HAI,2012,1,0,1,1
2,USA,42,DOM,1936,0,0,0,1
2,USA,42,DOM,1937,0,0,0,1
2,USA,42,DOM,1938,0,0,0,1
2,USA,42,DOM,1939,0,0,0,1
2,USA,42,DOM,1940,0,0,0,1
2,USA,42,DOM,1941,0,0,0,1
2,USA,42,DOM,1942,0,0,0,1
2,USA,42,DOM,1943,0,0,0,1
2,USA,42,DOM,1944,0,0,0,1
2,USA,42,DOM,1945,1,0,0,1
2,USA,42,DOM,1946,1,0,0,1
2,USA,42,DOM,1947,1,0,1,1
2,USA,42,DOM,1948,1,0,1,1
2,USA,42,DOM,1949,1,0,1,1
2,USA,42,DOM,1950,1,0,1,1
2,USA,42,DOM,1951,1,0,1,1
2,USA,42,DOM,1952,1,0,1,1
2,USA,42,DOM,1953,1,0,1,1
2,USA,42,DOM,1954,1,0,1,1
2,USA,42,DOM,1955,1,0,1,1
2,USA,42,DOM,1956,1,0,1,1
2,USA,42,DOM,1957,1,0,1,1
2,USA,42,DOM,1958,1,0,1,1
2,USA,42,DOM,1959,1,0,1,1
2,USA,42,DOM,1960,1,0,1,1
2,USA,42,DOM,1961,1,0,1,1
2,USA,42,DOM,1962,1,0,1,1
2,USA,42,DOM,1963,1,0,1,1
2,USA,42,DOM,1964,1,0,1,1
2,USA,42,DOM,1965,1,0,1,1
2,USA,42,DOM,1966,1,0,1,1
2,USA,42,DOM,1967,1,0,1,1
2,USA,42,DOM,1968,1,0,1,1
2,USA,42,DOM,1969,1,0,1,1
2,USA,42,DOM,1970,1,0,1,1
2,USA,42,DOM,1971,1,0,1,1
2,USA,42,DOM,1972,1,0,1,1
2,USA,42,DOM,1973,1,0,1,1
2,USA,42,DOM,1974,1,0,1,1
2,USA,42,DOM,1975,1,0,1,1
2,USA,42,DOM,1976,1,0,1,1
2,USA,42,DOM,1977,1,0,1,1
2,USA,42,DOM,1978,1,0,1,1
2,USA,42,DOM,1979,1,0,1,1
2,USA,42,DOM,1980,1,0,1,1
2,USA,42,DOM,1981,1,0,1,1
2,USA,42,DOM,1982,1,0,1,1
2,USA,42,DOM,1983,1,0,1,1
2,USA,42,DOM,1984,1,0,1,1
2,USA,42,DOM,1985,1,0,1,1
2,USA,42,DOM,1986,1,0,1,1
2,USA,42,DOM,1987,1,0,1,1
2,USA,42,DOM,1988,1,0,1,1
2,USA,42,DOM,1989,1,0,1,1
2,USA,42,DOM,1990,1,0,1,1
2,USA,42,DOM,1991,1,0,1,1
2,USA,42,DOM,1992,1,0,1,1
2,USA,42,DOM,1993,1,0,1,1
2,USA,42,DOM,1994,1,0,1,1
2,USA,42,DOM,1995,1,0,1,1
2,USA,42,DOM,1996,1,0,1,1
2,USA,42,DOM,1997,1,0,1,1
2,USA,42,DOM,1998,1,0,1,1
2,USA,42,DOM,1999,1,0,1,1
2,USA,42,DOM,2000,1,0,1,1
2,USA,42,DOM,2001,1,0,1,1
2,USA,42,DOM,2002,1,0,1,1
2,USA,42,DOM,2003,1,0,1,1
2,USA,42,DOM,2004,1,0,1,1
2,USA,42,DOM,2005,1,0,1,1
2,USA,42,DOM,2006,1,0,1,1
2,USA,42,DOM,2007,1,0,1,1
2,USA,42,DOM,2008,1,0,1,1
2,USA,42,DOM,2009,1,0,1,1
2,USA,42,DOM,2010,1,0,1,1
2,USA,42,DOM,2011,1,0,1,1
2,USA,42,DOM,2012,1,0,1,1
2,USA,51,JAM,1969,1,0,1,1
2,USA,51,JAM,1970,1,0,1,1
2,USA,51,JAM,1971,1,0,1,1
2,USA,51,JAM,1972,1,0,1,1
2,USA,51,JAM,1973,1,0,1,1
2,USA,51,JAM,1974,1,0,1,1
2,USA,51,JAM,1975,1,0,1,1
2,USA,51,JAM,1976,1,0,1,1
2,USA,51,JAM,1977,1,0,1,1
2,USA,51,JAM,1978,1,0,1,1
2,USA,51,JAM,1979,1,0,1,1
2,USA,51,JAM,1980,1,0,1,1
2,USA,51,JAM,1981,1,0,1,1
2,USA,51,JAM,1982,1,0,1,1
2,USA,51,JAM,1983,1,0,1,1
2,USA,51,JAM,1984,1,0,1,1
2,USA,51,JAM,1985,1,0,1,1
2,USA,51,JAM,1986,1,0,1,1
2,USA,51,JAM,1987,1,0,1,1
2,USA,51,JAM,1988,1,0,1,1
2,USA,51,JAM,1989,1,0,1,1
2,USA,51,JAM,1990,1,0,1,1
2,USA,51,JAM,1991,1,0,1,1
2,USA,51,JAM,1992,1,0,1,1
2,USA,51,JAM,1993,1,0,1,1
2,USA,51,JAM,1994,1,0,1,1
2,USA,51,JAM,1995,1,0,1,1
2,USA,51,JAM,1996,1,0,1,1
2,USA,51,JAM,1997,1,0,1,1
2,USA,51,JAM,1998,1,0,1,1
2,USA,51,JAM,1999,1,0,1,1
2,USA,51,JAM,2000,1,0,1,1
2,USA,51,JAM,2001,1,0,1,1
2,USA,51,JAM,2002,1,0,1,1
2,USA,51,JAM,2003,1,0,1,1
2,USA,51,JAM,2004,1,0,1,1
2,USA,51,JAM,2005,1,0,1,1
2,USA,51,JAM,2006,1,0,1,1
2,USA,51,JAM,2007,1,0,1,1
2,USA,51,JAM,2008,1,0,1,1
2,USA,51,JAM,2009,1,0,1,1
2,USA,51,JAM,2010,1,0,1,1
2,USA,51,JAM,2011,1,0,1,1
2,USA,51,JAM,2012,1,0,1,1
2,USA,52,TRI,1967,1,0,1,1
2,USA,52,TRI,1968,1,0,1,1
2,USA,52,TRI,1969,1,0,1,1
2,USA,52,TRI,1970,1,0,1,1
2,USA,52,TRI,1971,1,0,1,1
2,USA,52,TRI,1972,1,0,1,1
2,USA,52,TRI,1973,1,0,1,1
2,USA,52,TRI,1974,1,0,1,1
2,USA,52,TRI,1975,1,0,1,1
2,USA,52,TRI,1976,1,0,1,1
2,USA,52,TRI,1977,1,0,1,1
2,USA,52,TRI,1978,1,0,1,1
2,USA,52,TRI,1979,1,0,1,1
2,USA,52,TRI,1980,1,0,1,1
2,USA,52,TRI,1981,1,0,1,1
2,USA,52,TRI,1982,1,0,1,1
2,USA,52,TRI,1983,1,0,1,1
2,USA,52,TRI,1984,1,0,1,1
2,USA,52,TRI,1985,1,0,1,1
2,USA,52,TRI,1986,1,0,1,1
2,USA,52,TRI,1987,1,0,1,1
2,USA,52,TRI,1988,1,0,1,1
2,USA,52,TRI,1989,1,0,1,1
2,USA,52,TRI,1990,1,0,1,1
2,USA,52,TRI,1991,1,0,1,1
2,USA,52,TRI,1992,1,0,1,1
2,USA,52,TRI,1993,1,0,1,1
2,USA,52,TRI,1994,1,0,1,1
2,USA,52,TRI,1995,1,0,1,1
2,USA,52,TRI,1996,1,0,1,1
2,USA,52,TRI,1997,1,0,1,1
2,USA,52,TRI,1998,1,0,1,1
2,USA,52,TRI,1999,1,0,1,1
2,USA,52,TRI,2000,1,0,1,1
2,USA,52,TRI,2001,1,0,1,1
2,USA,52,TRI,2002,1,0,1,1
2,USA,52,TRI,2003,1,0,1,1
2,USA,52,TRI,2004,1,0,1,1
2,USA,52,TRI,2005,1,0,1,1
2,USA,52,TRI,2006,1,0,1,1
2,USA,52,TRI,2007,1,0,1,1
2,USA,52,TRI,2008,1,0,1,1
2,USA,52,TRI,2009,1,0,1,1
2,USA,52,TRI,2010,1,0,1,1
2,USA,52,TRI,2011,1,0,1,1
2,USA,52,TRI,2012,1,0,1,1
2,USA,53,BAR,1967,1,0,1,1
2,USA,53,BAR,1968,1,0,1,1
2,USA,53,BAR,1969,1,0,1,1
2,USA,53,BAR,1970,1,0,1,1
2,USA,53,BAR,1971,1,0,1,1
2,USA,53,BAR,1972,1,0,1,1
2,USA,53,BAR,1973,1,0,1,1
2,USA,53,BAR,1974,1,0,1,1
2,USA,53,BAR,1975,1,0,1,1
2,USA,53,BAR,1976,1,0,1,1
2,USA,53,BAR,1977,1,0,1,1
2,USA,53,BAR,1978,1,0,1,1
2,USA,53,BAR,1979,1,0,1,1
2,USA,53,BAR,1980,1,0,1,1
2,USA,53,BAR,1981,1,0,1,1
2,USA,53,BAR,1982,1,0,1,1
2,USA,53,BAR,1983,1,0,1,1
2,USA,53,BAR,1984,1,0,1,1
2,USA,53,BAR,1985,1,0,1,1
2,USA,53,BAR,1986,1,0,1,1
2,USA,53,BAR,1987,1,0,1,1
2,USA,53,BAR,1988,1,0,1,1
2,USA,53,BAR,1989,1,0,1,1
2,USA,53,BAR,1990,1,0,1,1
2,USA,53,BAR,1991,1,0,1,1
2,USA,53,BAR,1992,1,0,1,1
2,USA,53,BAR,1993,1,0,1,1
2,USA,53,BAR,1994,1,0,1,1
2,USA,53,BAR,1995,1,0,1,1
2,USA,53,BAR,1996,1,0,1,1
2,USA,53,BAR,1997,1,0,1,1
2,USA,53,BAR,1998,1,0,1,1
2,USA,53,BAR,1999,1,0,1,1
2,USA,53,BAR,2000,1,0,1,1
2,USA,53,BAR,2001,1,0,1,1
2,USA,53,BAR,2002,1,0,1,1
2,USA,53,BAR,2003,1,0,1,1
2,USA,53,BAR,2004,1,0,1,1
2,USA,53,BAR,2005,1,0,1,1
2,USA,53,BAR,2006,1,0,1,1
2,USA,53,BAR,2007,1,0,1,1
2,USA,53,BAR,2008,1,0,1,1
2,USA,53,BAR,2009,1,0,1,1
2,USA,53,BAR,2010,1,0,1,1
2,USA,53,BAR,2011,1,0,1,1
2,USA,53,BAR,2012,1,0,1,1
2,USA,54,DMA,1979,1,0,1,1
2,USA,54,DMA,1980,1,0,1,1
2,USA,54,DMA,1981,1,0,1,1
2,USA,54,DMA,1982,1,0,1,1
2,USA,54,DMA,1983,1,0,1,1
2,USA,54,DMA,1984,1,0,1,1
2,USA,54,DMA,1985,1,0,1,1
2,USA,54,DMA,1986,1,0,1,1
2,USA,54,DMA,1987,1,0,1,1
2,USA,54,DMA,1988,1,0,1,1
2,USA,54,DMA,1989,1,0,1,1
2,USA,54,DMA,1990,1,0,1,1
2,USA,54,DMA,1991,1,0,1,1
2,USA,54,DMA,1992,1,0,1,1
2,USA,54,DMA,1993,1,0,1,1
2,USA,54,DMA,1994,1,0,1,1
2,USA,54,DMA,1995,1,0,1,1
2,USA,54,DMA,1996,1,0,1,1
2,USA,54,DMA,1997,1,0,1,1
2,USA,54,DMA,1998,1,0,1,1
2,USA,54,DMA,1999,1,0,1,1
2,USA,54,DMA,2000,1,0,1,1
2,USA,54,DMA,2001,1,0,1,1
2,USA,54,DMA,2002,1,0,1,1
2,USA,54,DMA,2003,1,0,1,1
2,USA,54,DMA,2004,1,0,1,1
2,USA,54,DMA,2005,1,0,1,1
2,USA,54,DMA,2006,1,0,1,1
2,USA,54,DMA,2007,1,0,1,1
2,USA,54,DMA,2008,1,0,1,1
2,USA,54,DMA,2009,1,0,1,1
2,USA,54,DMA,2010,1,0,1,1
2,USA,54,DMA,2011,1,0,1,1
2,USA,54,DMA,2012,1,0,1,1
2,USA,55,GRN,1975,1,0,1,1
2,USA,55,GRN,1976,1,0,1,1
2,USA,55,GRN,1977,1,0,1,1
2,USA,55,GRN,1978,1,0,1,1
2,USA,55,GRN,1979,1,0,1,1
2,USA,55,GRN,1980,1,0,1,1
2,USA,55,GRN,1981,1,0,1,1
2,USA,55,GRN,1982,1,0,1,1
2,USA,55,GRN,1983,1,0,1,1
2,USA,55,GRN,1984,1,0,1,1
2,USA,55,GRN,1985,1,0,1,1
2,USA,55,GRN,1986,1,0,1,1
2,USA,55,GRN,1987,1,0,1,1
2,USA,55,GRN,1988,1,0,1,1
2,USA,55,GRN,1989,1,0,1,1
2,USA,55,GRN,1990,1,0,1,1
2,USA,55,GRN,1991,1,0,1,1
2,USA,55,GRN,1992,1,0,1,1
2,USA,55,GRN,1993,1,0,1,1
2,USA,55,GRN,1994,1,0,1,1
2,USA,55,GRN,1995,1,0,1,1
2,USA,55,GRN,1996,1,0,1,1
2,USA,55,GRN,1997,1,0,1,1
2,USA,55,GRN,1998,1,0,1,1
2,USA,55,GRN,1999,1,0,1,1
2,USA,55,GRN,2000,1,0,1,1
2,USA,55,GRN,2001,1,0,1,1
2,USA,55,GRN,2002,1,0,1,1
2,USA,55,GRN,2003,1,0,1,1
2,USA,55,GRN,2004,1,0,1,1
2,USA,55,GRN,2005,1,0,1,1
2,USA,55,GRN,2006,1,0,1,1
2,USA,55,GRN,2007,1,0,1,1
2,USA,55,GRN,2008,1,0,1,1
2,USA,55,GRN,2009,1,0,1,1
2,USA,55,GRN,2010,1,0,1,1
2,USA,55,GRN,2011,1,0,1,1
2,USA,55,GRN,2012,1,0,1,1
2,USA,56,SLU,1979,1,0,1,1
2,USA,56,SLU,1980,1,0,1,1
2,USA,56,SLU,1981,1,0,1,1
2,USA,56,SLU,1982,1,0,1,1
2,USA,56,SLU,1983,1,0,1,1
2,USA,56,SLU,1984,1,0,1,1
2,USA,56,SLU,1985,1,0,1,1
2,USA,56,SLU,1986,1,0,1,1
2,USA,56,SLU,1987,1,0,1,1
2,USA,56,SLU,1988,1,0,1,1
2,USA,56,SLU,1989,1,0,1,1
2,USA,56,SLU,1990,1,0,1,1
2,USA,56,SLU,1991,1,0,1,1
2,USA,56,SLU,1992,1,0,1,1
2,USA,56,SLU,1993,1,0,1,1
2,USA,56,SLU,1994,1,0,1,1
2,USA,56,SLU,1995,1,0,1,1
2,USA,56,SLU,1996,1,0,1,1
2,USA,56,SLU,1997,1,0,1,1
2,USA,56,SLU,1998,1,0,1,1
2,USA,56,SLU,1999,1,0,1,1
2,USA,56,SLU,2000,1,0,1,1
2,USA,56,SLU,2001,1,0,1,1
2,USA,56,SLU,2002,1,0,1,1
2,USA,56,SLU,2003,1,0,1,1
2,USA,56,SLU,2004,1,0,1,1
2,USA,56,SLU,2005,1,0,1,1
2,USA,56,SLU,2006,1,0,1,1
2,USA,56,SLU,2007,1,0,1,1
2,USA,56,SLU,2008,1,0,1,1
2,USA,56,SLU,2009,1,0,1,1
2,USA,56,SLU,2010,1,0,1,1
2,USA,56,SLU,2011,1,0,1,1
2,USA,56,SLU,2012,1,0,1,1
2,USA,57,SVG,1981,1,0,1,1
2,USA,57,SVG,1982,1,0,1,1
2,USA,57,SVG,1983,1,0,1,1
2,USA,57,SVG,1984,1,0,1,1
2,USA,57,SVG,1985,1,0,1,1
2,USA,57,SVG,1986,1,0,1,1
2,USA,57,SVG,1987,1,0,1,1
2,USA,57,SVG,1988,1,0,1,1
2,USA,57,SVG,1989,1,0,1,1
2,USA,57,SVG,1990,1,0,1,1
2,USA,57,SVG,1991,1,0,1,1
2,USA,57,SVG,1992,1,0,1,1
2,USA,57,SVG,1993,1,0,1,1
2,USA,57,SVG,1994,1,0,1,1
2,USA,57,SVG,1995,1,0,1,1
2,USA,57,SVG,1996,1,0,1,1
2,USA,57,SVG,1997,1,0,1,1
2,USA,57,SVG,1998,1,0,1,1
2,USA,57,SVG,1999,1,0,1,1
2,USA,57,SVG,2000,1,0,1,1
2,USA,57,SVG,2001,1,0,1,1
2,USA,57,SVG,2002,1,0,1,1
2,USA,57,SVG,2003,1,0,1,1
2,USA,57,SVG,2004,1,0,1,1
2,USA,57,SVG,2005,1,0,1,1
2,USA,57,SVG,2006,1,0,1,1
2,USA,57,SVG,2007,1,0,1,1
2,USA,57,SVG,2008,1,0,1,1
2,USA,57,SVG,2009,1,0,1,1
2,USA,57,SVG,2010,1,0,1,1
2,USA,57,SVG,2011,1,0,1,1
2,USA,57,SVG,2012,1,0,1,1
2,USA,58,AAB,1981,1,0,1,1
2,USA,58,AAB,1982,1,0,1,1
2,USA,58,AAB,1983,1,0,1,1
2,USA,58,AAB,1984,1,0,1,1
2,USA,58,AAB,1985,1,0,1,1
2,USA,58,AAB,1986,1,0,1,1
2,USA,58,AAB,1987,1,0,1,1
2,USA,58,AAB,1988,1,0,1,1
2,USA,58,AAB,1989,1,0,1,1
2,USA,58,AAB,1990,1,0,1,1
2,USA,58,AAB,1991,1,0,1,1
2,USA,58,AAB,1992,1,0,1,1
2,USA,58,AAB,1993,1,0,1,1
2,USA,58,AAB,1994,1,0,1,1
2,USA,58,AAB,1995,1,0,1,1
2,USA,58,AAB,1996,1,0,1,1
2,USA,58,AAB,1997,1,0,1,1
2,USA,58,AAB,1998,1,0,1,1
2,USA,58,AAB,1999,1,0,1,1
2,USA,58,AAB,2000,1,0,1,1
2,USA,58,AAB,2001,1,0,1,1
2,USA,58,AAB,2002,1,0,1,1
2,USA,58,AAB,2003,1,0,1,1
2,USA,58,AAB,2004,1,0,1,1
2,USA,58,AAB,2005,1,0,1,1
2,USA,58,AAB,2006,1,0,1,1
2,USA,58,AAB,2007,1,0,1,1
2,USA,58,AAB,2008,1,0,1,1
2,USA,58,AAB,2009,1,0,1,1
2,USA,58,AAB,2010,1,0,1,1
2,USA,58,AAB,2011,1,0,1,1
2,USA,58,AAB,2012,1,0,1,1
2,USA,60,SKN,1984,1,0,1,1
2,USA,60,SKN,1985,1,0,1,1
2,USA,60,SKN,1986,1,0,1,1
2,USA,60,SKN,1987,1,0,1,1
2,USA,60,SKN,1988,1,0,1,1
2,USA,60,SKN,1989,1,0,1,1
2,USA,60,SKN,1990,1,0,1,1
2,USA,60,SKN,1991,1,0,1,1
2,USA,60,SKN,1992,1,0,1,1
2,USA,60,SKN,1993,1,0,1,1
2,USA,60,SKN,1994,1,0,1,1
2,USA,60,SKN,1995,1,0,1,1
2,USA,60,SKN,1996,1,0,1,1
2,USA,60,SKN,1997,1,0,1,1
2,USA,60,SKN,1998,1,0,1,1
2,USA,60,SKN,1999,1,0,1,1
2,USA,60,SKN,2000,1,0,1,1
2,USA,60,SKN,2001,1,0,1,1
2,USA,60,SKN,2002,1,0,1,1
2,USA,60,SKN,2003,1,0,1,1
2,USA,60,SKN,2004,1,0,1,1
2,USA,60,SKN,2005,1,0,1,1
2,USA,60,SKN,2006,1,0,1,1
2,USA,60,SKN,2007,1,0,1,1
2,USA,60,SKN,2008,1,0,1,1
2,USA,60,SKN,2009,1,0,1,1
2,USA,60,SKN,2010,1,0,1,1
2,USA,60,SKN,2011,1,0,1,1
2,USA,60,SKN,2012,1,0,1,1
2,USA,70,MEX,1936,0,0,0,1
2,USA,70,MEX,1937,0,0,0,1
2,USA,70,MEX,1938,0,0,0,1
2,USA,70,MEX,1939,0,0,0,1
2,USA,70,MEX,1940,0,0,0,1
2,USA,70,MEX,1941,0,0,0,1
2,USA,70,MEX,1942,0,0,0,1
2,USA,70,MEX,1943,0,0,0,1
2,USA,70,MEX,1944,0,0,0,1
2,USA,70,MEX,1945,1,0,0,1
2,USA,70,MEX,1946,1,0,0,1
2,USA,70,MEX,1947,1,0,1,1
2,USA,70,MEX,1948,1,0,1,1
2,USA,70,MEX,1949,1,0,1,1
2,USA,70,MEX,1950,1,0,1,1
2,USA,70,MEX,1951,1,0,1,1
2,USA,70,MEX,1952,1,0,1,1
2,USA,70,MEX,1953,1,0,1,1
2,USA,70,MEX,1954,1,0,1,1
2,USA,70,MEX,1955,1,0,1,1
2,USA,70,MEX,1956,1,0,1,1
2,USA,70,MEX,1957,1,0,1,1
2,USA,70,MEX,1958,1,0,1,1
