ccode1,stateabb1,ccode2,stateabb2,year,defense,neutrality,nonaggression,entente
55,GRN,92,SAL,1992,1,0,1,1
55,GRN,92,SAL,1993,1,0,1,1
55,GRN,92,SAL,1994,1,0,1,1
55,GRN,92,SAL,1995,1,0,1,1
55,GRN,92,SAL,1996,1,0,1,1
55,GRN,92,SAL,1997,1,0,1,1
55,GRN,92,SAL,1998,1,0,1,1
55,GRN,92,SAL,1999,1,0,1,1
55,GRN,92,SAL,2000,1,0,1,1
55,GRN,92,SAL,2001,1,0,1,1
55,GRN,92,SAL,2002,1,0,1,1
55,GRN,92,SAL,2003,1,0,1,1
55,GRN,92,SAL,2004,1,0,1,1
55,GRN,92,SAL,2005,1,0,1,1
55,GRN,92,SAL,2006,1,0,1,1
55,GRN,92,SAL,2007,1,0,1,1
55,GRN,92,SAL,2008,1,0,1,1
55,GRN,92,SAL,2009,1,0,1,1
55,GRN,92,SAL,2010,1,0,1,1
55,GRN,92,SAL,2011,1,0,1,1
55,GRN,92,SAL,2012,1,0,1,1
55,GRN,93,NIC,1975,1,0,1,1
55,GRN,93,NIC,1976,1,0,1,1
55,GRN,93,NIC,1977,1,0,1,1
55,GRN,93,NIC,1978,1,0,1,1
55,GRN,93,NIC,1979,1,0,1,1
55,GRN,93,NIC,1980,1,0,1,1
55,GRN,93,NIC,1981,1,0,1,1
55,GRN,93,NIC,1982,1,0,1,1
55,GRN,93,NIC,1983,1,0,1,1
55,GRN,93,NIC,1984,1,0,1,1
55,GRN,93,NIC,1985,1,0,1,1
55,GRN,93,NIC,1986,1,0,1,1
55,GRN,93,NIC,1987,1,0,1,1
55,GRN,93,NIC,1988,1,0,1,1
55,GRN,93,NIC,1989,1,0,1,1
55,GRN,93,NIC,1990,1,0,1,1
55,GRN,93,NIC,1991,1,0,1,1
55,GRN,93,NIC,1992,1,0,1,1
55,GRN,93,NIC,1993,1,0,1,1
55,GRN,93,NIC,1994,1,0,1,1
55,GRN,93,NIC,1995,1,0,1,1
55,GRN,93,NIC,1996,1,0,1,1
55,GRN,93,NIC,1997,1,0,1,1
55,GRN,93,NIC,1998,1,0,1,1
55,GRN,93,NIC,1999,1,0,1,1
55,GRN,93,NIC,2000,1,0,1,1
55,GRN,93,NIC,2001,1,0,1,1
55,GRN,93,NIC,2002,1,0,1,1
55,GRN,93,NIC,2003,1,0,1,1
55,GRN,93,NIC,2004,1,0,1,1
55,GRN,93,NIC,2005,1,0,1,1
55,GRN,93,NIC,2006,1,0,1,1
55,GRN,93,NIC,2007,1,0,1,1
55,GRN,93,NIC,2008,1,0,1,1
55,GRN,93,NIC,2009,1,0,1,1
55,GRN,93,NIC,2010,1,0,1,1
55,GRN,93,NIC,2011,1,0,1,1
55,GRN,93,NIC,2012,1,0,1,1
55,GRN,94,COS,1975,1,0,1,1
55,GRN,94,COS,1976,1,0,1,1
55,GRN,94,COS,1977,1,0,1,1
55,GRN,94,COS,1978,1,0,1,1
55,GRN,94,COS,1979,1,0,1,1
55,GRN,94,COS,1980,1,0,1,1
55,GRN,94,COS,1981,1,0,1,1
55,GRN,94,COS,1982,1,0,1,1
55,GRN,94,COS,1983,1,0,1,1
55,GRN,94,COS,1984,1,0,1,1
55,GRN,94,COS,1985,1,0,1,1
55,GRN,94,COS,1986,1,0,1,1
55,GRN,94,COS,1987,1,0,1,1
55,GRN,94,COS,1988,1,0,1,1
55,GRN,94,COS,1989,1,0,1,1
55,GRN,94,COS,1990,1,0,1,1
55,GRN,94,COS,1991,1,0,1,1
55,GRN,94,COS,1992,1,0,1,1
55,GRN,94,COS,1993,1,0,1,1
55,GRN,94,COS,1994,1,0,1,1
55,GRN,94,COS,1995,1,0,1,1
55,GRN,94,COS,1996,1,0,1,1
55,GRN,94,COS,1997,1,0,1,1
55,GRN,94,COS,1998,1,0,1,1
55,GRN,94,COS,1999,1,0,1,1
55,GRN,94,COS,2000,1,0,1,1
55,GRN,94,COS,2001,1,0,1,1
55,GRN,94,COS,2002,1,0,1,1
55,GRN,94,COS,2003,1,0,1,1
55,GRN,94,COS,2004,1,0,1,1
55,GRN,94,COS,2005,1,0,1,1
55,GRN,94,COS,2006,1,0,1,1
55,GRN,94,COS,2007,1,0,1,1
55,GRN,94,COS,2008,1,0,1,1
55,GRN,94,COS,2009,1,0,1,1
55,GRN,94,COS,2010,1,0,1,1
55,GRN,94,COS,2011,1,0,1,1
55,GRN,94,COS,2012,1,0,1,1
55,GRN,95,PAN,1975,1,0,1,1
55,GRN,95,PAN,1976,1,0,1,1
55,GRN,95,PAN,1977,1,0,1,1
55,GRN,95,PAN,1978,1,0,1,1
55,GRN,95,PAN,1979,1,0,1,1
55,GRN,95,PAN,1980,1,0,1,1
55,GRN,95,PAN,1981,1,0,1,1
55,GRN,95,PAN,1982,1,0,1,1
55,GRN,95,PAN,1983,1,0,1,1
55,GRN,95,PAN,1984,1,0,1,1
55,GRN,95,PAN,1985,1,0,1,1
55,GRN,95,PAN,1986,1,0,1,1
55,GRN,95,PAN,1987,1,0,1,1
55,GRN,95,PAN,1988,1,0,1,1
55,GRN,95,PAN,1989,1,0,1,1
55,GRN,95,PAN,1990,1,0,1,1
55,GRN,95,PAN,1991,1,0,1,1
55,GRN,95,PAN,1992,1,0,1,1
55,GRN,95,PAN,1993,1,0,1,1
55,GRN,95,PAN,1994,1,0,1,1
55,GRN,95,PAN,1995,1,0,1,1
55,GRN,95,PAN,1996,1,0,1,1
55,GRN,95,PAN,1997,1,0,1,1
55,GRN,95,PAN,1998,1,0,1,1
55,GRN,95,PAN,1999,1,0,1,1
55,GRN,95,PAN,2000,1,0,1,1
55,GRN,95,PAN,2001,1,0,1,1
55,GRN,95,PAN,2002,1,0,1,1
55,GRN,95,PAN,2003,1,0,1,1
55,GRN,95,PAN,2004,1,0,1,1
55,GRN,95,PAN,2005,1,0,1,1
55,GRN,95,PAN,2006,1,0,1,1
55,GRN,95,PAN,2007,1,0,1,1
55,GRN,95,PAN,2008,1,0,1,1
55,GRN,95,PAN,2009,1,0,1,1
55,GRN,95,PAN,2010,1,0,1,1
55,GRN,95,PAN,2011,1,0,1,1
55,GRN,95,PAN,2012,1,0,1,1
55,GRN,100,COL,1975,1,0,1,1
55,GRN,100,COL,1976,1,0,1,1
55,GRN,100,COL,1977,1,0,1,1
55,GRN,100,COL,1978,1,0,1,1
55,GRN,100,COL,1979,1,0,1,1
55,GRN,100,COL,1980,1,0,1,1
55,GRN,100,COL,1981,1,0,1,1
55,GRN,100,COL,1982,1,0,1,1
55,GRN,100,COL,1983,1,0,1,1
55,GRN,100,COL,1984,1,0,1,1
55,GRN,100,COL,1985,1,0,1,1
55,GRN,100,COL,1986,1,0,1,1
55,GRN,100,COL,1987,1,0,1,1
55,GRN,100,COL,1988,1,0,1,1
55,GRN,100,COL,1989,1,0,1,1
55,GRN,100,COL,1990,1,0,1,1
55,GRN,100,COL,1991,1,0,1,1
55,GRN,100,COL,1992,1,0,1,1
55,GRN,100,COL,1993,1,0,1,1
55,GRN,100,COL,1994,1,0,1,1
55,GRN,100,COL,1995,1,0,1,1
55,GRN,100,COL,1996,1,0,1,1
55,GRN,100,COL,1997,1,0,1,1
55,GRN,100,COL,1998,1,0,1,1
55,GRN,100,COL,1999,1,0,1,1
55,GRN,100,COL,2000,1,0,1,1
55,GRN,100,COL,2001,1,0,1,1
55,GRN,100,COL,2002,1,0,1,1
55,GRN,100,COL,2003,1,0,1,1
55,GRN,100,COL,2004,1,0,1,1
55,GRN,100,COL,2005,1,0,1,1
55,GRN,100,COL,2006,1,0,1,1
55,GRN,100,COL,2007,1,0,1,1
55,GRN,100,COL,2008,1,0,1,1
55,GRN,100,COL,2009,1,0,1,1
55,GRN,100,COL,2010,1,0,1,1
55,GRN,100,COL,2011,1,0,1,1
55,GRN,100,COL,2012,1,0,1,1
55,GRN,101,VEN,1975,1,0,1,1
55,GRN,101,VEN,1976,1,0,1,1
55,GRN,101,VEN,1977,1,0,1,1
55,GRN,101,VEN,1978,1,0,1,1
55,GRN,101,VEN,1979,1,0,1,1
55,GRN,101,VEN,1980,1,0,1,1
55,GRN,101,VEN,1981,1,0,1,1
55,GRN,101,VEN,1982,1,0,1,1
55,GRN,101,VEN,1983,1,0,1,1
55,GRN,101,VEN,1984,1,0,1,1
55,GRN,101,VEN,1985,1,0,1,1
55,GRN,101,VEN,1986,1,0,1,1
55,GRN,101,VEN,1987,1,0,1,1
55,GRN,101,VEN,1988,1,0,1,1
55,GRN,101,VEN,1989,1,0,1,1
55,GRN,101,VEN,1990,1,0,1,1
55,GRN,101,VEN,1991,1,0,1,1
55,GRN,101,VEN,1992,1,0,1,1
55,GRN,101,VEN,1993,1,0,1,1
55,GRN,101,VEN,1994,1,0,1,1
55,GRN,101,VEN,1995,1,0,1,1
55,GRN,101,VEN,1996,1,0,1,1
55,GRN,101,VEN,1997,1,0,1,1
55,GRN,101,VEN,1998,1,0,1,1
55,GRN,101,VEN,1999,1,0,1,1
55,GRN,101,VEN,2000,1,0,1,1
55,GRN,101,VEN,2001,1,0,1,1
55,GRN,101,VEN,2002,1,0,1,1
55,GRN,101,VEN,2003,1,0,1,1
55,GRN,101,VEN,2004,1,0,1,1
55,GRN,101,VEN,2005,1,0,1,1
55,GRN,101,VEN,2006,1,0,1,1
55,GRN,101,VEN,2007,1,0,1,1
55,GRN,101,VEN,2008,1,0,1,1
55,GRN,101,VEN,2009,1,0,1,1
55,GRN,101,VEN,2010,1,0,1,1
55,GRN,101,VEN,2011,1,0,1,1
55,GRN,101,VEN,2012,1,0,1,1
55,GRN,110,GUY,1991,1,0,1,1
55,GRN,110,GUY,1992,1,0,1,1
55,GRN,110,GUY,1993,1,0,1,1
55,GRN,110,GUY,1994,1,0,1,1
55,GRN,110,GUY,1995,1,0,1,1
55,GRN,110,GUY,1996,1,0,1,1
55,GRN,110,GUY,1997,1,0,1,1
55,GRN,110,GUY,1998,1,0,1,1
55,GRN,110,GUY,1999,1,0,1,1
55,GRN,110,GUY,2000,1,0,1,1
55,GRN,110,GUY,2001,1,0,1,1
55,GRN,110,GUY,2002,1,0,1,1
55,GRN,110,GUY,2003,1,0,1,1
55,GRN,110,GUY,2004,1,0,1,1
55,GRN,110,GUY,2005,1,0,1,1
55,GRN,110,GUY,2006,1,0,1,1
55,GRN,110,GUY,2007,1,0,1,1
55,GRN,110,GUY,2008,1,0,1,1
55,GRN,110,GUY,2009,1,0,1,1
55,GRN,110,GUY,2010,1,0,1,1
55,GRN,110,GUY,2011,1,0,1,1
55,GRN,110,GUY,2012,1,0,1,1
55,GRN,115,SUR,1977,1,0,1,1
55,GRN,115,SUR,1978,1,0,1,1
55,GRN,115,SUR,1979,1,0,1,1
55,GRN,115,SUR,1980,1,0,1,1
55,GRN,115,SUR,1981,1,0,1,1
55,GRN,115,SUR,1982,1,0,1,1
55,GRN,115,SUR,1983,1,0,1,1
55,GRN,115,SUR,1984,1,0,1,1
55,GRN,115,SUR,1985,1,0,1,1
55,GRN,115,SUR,1986,1,0,1,1
55,GRN,115,SUR,1987,1,0,1,1
55,GRN,115,SUR,1988,1,0,1,1
55,GRN,115,SUR,1989,1,0,1,1
55,GRN,115,SUR,1990,1,0,1,1
55,GRN,115,SUR,1991,1,0,1,1
55,GRN,115,SUR,1992,1,0,1,1
55,GRN,115,SUR,1993,1,0,1,1
55,GRN,115,SUR,1994,1,0,1,1
55,GRN,115,SUR,1995,1,0,1,1
55,GRN,115,SUR,1996,1,0,1,1
55,GRN,115,SUR,1997,1,0,1,1
55,GRN,115,SUR,1998,1,0,1,1
55,GRN,115,SUR,1999,1,0,1,1
55,GRN,115,SUR,2000,1,0,1,1
55,GRN,115,SUR,2001,1,0,1,1
55,GRN,115,SUR,2002,1,0,1,1
55,GRN,115,SUR,2003,1,0,1,1
55,GRN,115,SUR,2004,1,0,1,1
55,GRN,115,SUR,2005,1,0,1,1
55,GRN,115,SUR,2006,1,0,1,1
55,GRN,115,SUR,2007,1,0,1,1
55,GRN,115,SUR,2008,1,0,1,1
55,GRN,115,SUR,2009,1,0,1,1
55,GRN,115,SUR,2010,1,0,1,1
55,GRN,115,SUR,2011,1,0,1,1
55,GRN,115,SUR,2012,1,0,1,1
55,GRN,130,ECU,1975,1,0,1,1
55,GRN,130,ECU,1976,1,0,1,1
55,GRN,130,ECU,1977,1,0,1,1
55,GRN,130,ECU,1978,1,0,1,1
55,GRN,130,ECU,1979,1,0,1,1
55,GRN,130,ECU,1980,1,0,1,1
55,GRN,130,ECU,1981,1,0,1,1
55,GRN,130,ECU,1982,1,0,1,1
55,GRN,130,ECU,1983,1,0,1,1
55,GRN,130,ECU,1984,1,0,1,1
55,GRN,130,ECU,1985,1,0,1,1
55,GRN,130,ECU,1986,1,0,1,1
55,GRN,130,ECU,1987,1,0,1,1
55,GRN,130,ECU,1988,1,0,1,1
55,GRN,130,ECU,1989,1,0,1,1
55,GRN,130,ECU,1990,1,0,1,1
55,GRN,130,ECU,1991,1,0,1,1
55,GRN,130,ECU,1992,1,0,1,1
55,GRN,130,ECU,1993,1,0,1,1
55,GRN,130,ECU,1994,1,0,1,1
55,GRN,130,ECU,1995,1,0,1,1
55,GRN,130,ECU,1996,1,0,1,1
55,GRN,130,ECU,1997,1,0,1,1
55,GRN,130,ECU,1998,1,0,1,1
55,GRN,130,ECU,1999,1,0,1,1
55,GRN,130,ECU,2000,1,0,1,1
55,GRN,130,ECU,2001,1,0,1,1
55,GRN,130,ECU,2002,1,0,1,1
55,GRN,130,ECU,2003,1,0,1,1
55,GRN,130,ECU,2004,1,0,1,1
55,GRN,130,ECU,2005,1,0,1,1
55,GRN,130,ECU,2006,1,0,1,1
55,GRN,130,ECU,2007,1,0,1,1
55,GRN,130,ECU,2008,1,0,1,1
55,GRN,130,ECU,2009,1,0,1,1
55,GRN,130,ECU,2010,1,0,1,1
55,GRN,130,ECU,2011,1,0,1,1
55,GRN,130,ECU,2012,1,0,1,1
55,GRN,135,PER,1975,1,0,1,1
55,GRN,135,PER,1976,1,0,1,1
55,GRN,135,PER,1977,1,0,1,1
55,GRN,135,PER,1978,1,0,1,1
55,GRN,135,PER,1979,1,0,1,1
55,GRN,135,PER,1980,1,0,1,1
55,GRN,135,PER,1981,1,0,1,1
55,GRN,135,PER,1982,1,0,1,1
55,GRN,135,PER,1983,1,0,1,1
55,GRN,135,PER,1984,1,0,1,1
55,GRN,135,PER,1985,1,0,1,1
55,GRN,135,PER,1986,1,0,1,1
55,GRN,135,PER,1987,1,0,1,1
55,GRN,135,PER,1988,1,0,1,1
55,GRN,135,PER,1989,1,0,1,1
55,GRN,135,PER,1990,1,0,1,1
55,GRN,135,PER,1991,1,0,1,1
55,GRN,135,PER,1992,1,0,1,1
55,GRN,135,PER,1993,1,0,1,1
55,GRN,135,PER,1994,1,0,1,1
55,GRN,135,PER,1995,1,0,1,1
55,GRN,135,PER,1996,1,0,1,1
55,GRN,135,PER,1997,1,0,1,1
55,GRN,135,PER,1998,1,0,1,1
55,GRN,135,PER,1999,1,0,1,1
55,GRN,135,PER,2000,1,0,1,1
55,GRN,135,PER,2001,1,0,1,1
55,GRN,135,PER,2002,1,0,1,1
55,GRN,135,PER,2003,1,0,1,1
55,GRN,135,PER,2004,1,0,1,1
55,GRN,135,PER,2005,1,0,1,1
55,GRN,135,PER,2006,1,0,1,1
55,GRN,135,PER,2007,1,0,1,1
55,GRN,135,PER,2008,1,0,1,1
55,GRN,135,PER,2009,1,0,1,1
55,GRN,135,PER,2010,1,0,1,1
55,GRN,135,PER,2011,1,0,1,1
55,GRN,135,PER,2012,1,0,1,1
55,GRN,140,BRA,1975,1,0,1,1
55,GRN,140,BRA,1976,1,0,1,1
55,GRN,140,BRA,1977,1,0,1,1
55,GRN,140,BRA,1978,1,0,1,1
55,GRN,140,BRA,1979,1,0,1,1
55,GRN,140,BRA,1980,1,0,1,1
55,GRN,140,BRA,1981,1,0,1,1
55,GRN,140,BRA,1982,1,0,1,1
55,GRN,140,BRA,1983,1,0,1,1
55,GRN,140,BRA,1984,1,0,1,1
55,GRN,140,BRA,1985,1,0,1,1
55,GRN,140,BRA,1986,1,0,1,1
55,GRN,140,BRA,1987,1,0,1,1
55,GRN,140,BRA,1988,1,0,1,1
55,GRN,140,BRA,1989,1,0,1,1
55,GRN,140,BRA,1990,1,0,1,1
55,GRN,140,BRA,1991,1,0,1,1
55,GRN,140,BRA,1992,1,0,1,1
55,GRN,140,BRA,1993,1,0,1,1
55,GRN,140,BRA,1994,1,0,1,1
55,GRN,140,BRA,1995,1,0,1,1
55,GRN,140,BRA,1996,1,0,1,1
55,GRN,140,BRA,1997,1,0,1,1
55,GRN,140,BRA,1998,1,0,1,1
55,GRN,140,BRA,1999,1,0,1,1
55,GRN,140,BRA,2000,1,0,1,1
55,GRN,140,BRA,2001,1,0,1,1
55,GRN,140,BRA,2002,1,0,1,1
55,GRN,140,BRA,2003,1,0,1,1
55,GRN,140,BRA,2004,1,0,1,1
55,GRN,140,BRA,2005,1,0,1,1
55,GRN,140,BRA,2006,1,0,1,1
55,GRN,140,BRA,2007,1,0,1,1
55,GRN,140,BRA,2008,1,0,1,1
55,GRN,140,BRA,2009,1,0,1,1
55,GRN,140,BRA,2010,1,0,1,1
55,GRN,140,BRA,2011,1,0,1,1
55,GRN,140,BRA,2012,1,0,1,1
55,GRN,145,BOL,1975,1,0,1,1
55,GRN,145,BOL,1976,1,0,1,1
55,GRN,145,BOL,1977,1,0,1,1
55,GRN,145,BOL,1978,1,0,1,1
55,GRN,145,BOL,1979,1,0,1,1
55,GRN,145,BOL,1980,1,0,1,1
55,GRN,145,BOL,1981,1,0,1,1
55,GRN,145,BOL,1982,1,0,1,1
55,GRN,145,BOL,1983,1,0,1,1
55,GRN,145,BOL,1984,1,0,1,1
55,GRN,145,BOL,1985,1,0,1,1
55,GRN,145,BOL,1986,1,0,1,1
55,GRN,145,BOL,1987,1,0,1,1
55,GRN,145,BOL,1988,1,0,1,1
55,GRN,145,BOL,1989,1,0,1,1
55,GRN,145,BOL,1990,1,0,1,1
55,GRN,145,BOL,1991,1,0,1,1
55,GRN,145,BOL,1992,1,0,1,1
55,GRN,145,BOL,1993,1,0,1,1
55,GRN,145,BOL,1994,1,0,1,1
55,GRN,145,BOL,1995,1,0,1,1
55,GRN,145,BOL,1996,1,0,1,1
55,GRN,145,BOL,1997,1,0,1,1
55,GRN,145,BOL,1998,1,0,1,1
55,GRN,145,BOL,1999,1,0,1,1
55,GRN,145,BOL,2000,1,0,1,1
55,GRN,145,BOL,2001,1,0,1,1
55,GRN,145,BOL,2002,1,0,1,1
55,GRN,145,BOL,2003,1,0,1,1
55,GRN,145,BOL,2004,1,0,1,1
55,GRN,145,BOL,2005,1,0,1,1
55,GRN,145,BOL,2006,1,0,1,1
55,GRN,145,BOL,2007,1,0,1,1
55,GRN,145,BOL,2008,1,0,1,1
55,GRN,145,BOL,2009,1,0,1,1
55,GRN,145,BOL,2010,1,0,1,1
55,GRN,145,BOL,2011,1,0,1,1
55,GRN,145,BOL,2012,1,0,1,1
55,GRN,150,PAR,1975,1,0,1,1
55,GRN,150,PAR,1976,1,0,1,1
55,GRN,150,PAR,1977,1,0,1,1
55,GRN,150,PAR,1978,1,0,1,1
55,GRN,150,PAR,1979,1,0,1,1
55,GRN,150,PAR,1980,1,0,1,1
55,GRN,150,PAR,1981,1,0,1,1
55,GRN,150,PAR,1982,1,0,1,1
55,GRN,150,PAR,1983,1,0,1,1
55,GRN,150,PAR,1984,1,0,1,1
55,GRN,150,PAR,1985,1,0,1,1
55,GRN,150,PAR,1986,1,0,1,1
55,GRN,150,PAR,1987,1,0,1,1
55,GRN,150,PAR,1988,1,0,1,1
55,GRN,150,PAR,1989,1,0,1,1
55,GRN,150,PAR,1990,1,0,1,1
55,GRN,150,PAR,1991,1,0,1,1
55,GRN,150,PAR,1992,1,0,1,1
55,GRN,150,PAR,1993,1,0,1,1
55,GRN,150,PAR,1994,1,0,1,1
55,GRN,150,PAR,1995,1,0,1,1
55,GRN,150,PAR,1996,1,0,1,1
55,GRN,150,PAR,1997,1,0,1,1
55,GRN,150,PAR,1998,1,0,1,1
55,GRN,150,PAR,1999,1,0,1,1
55,GRN,150,PAR,2000,1,0,1,1
55,GRN,150,PAR,2001,1,0,1,1
55,GRN,150,PAR,2002,1,0,1,1
55,GRN,150,PAR,2003,1,0,1,1
55,GRN,150,PAR,2004,1,0,1,1
55,GRN,150,PAR,2005,1,0,1,1
55,GRN,150,PAR,2006,1,0,1,1
55,GRN,150,PAR,2007,1,0,1,1
55,GRN,150,PAR,2008,1,0,1,1
55,GRN,150,PAR,2009,1,0,1,1
55,GRN,150,PAR,2010,1,0,1,1
55,GRN,150,PAR,2011,1,0,1,1
55,GRN,150,PAR,2012,1,0,1,1
55,GRN,155,CHL,1975,1,0,1,1
55,GRN,155,CHL,1976,1,0,1,1
55,GRN,155,CHL,1977,1,0,1,1
55,GRN,155,CHL,1978,1,0,1,1
55,GRN,155,CHL,1979,1,0,1,1
55,GRN,155,CHL,1980,1,0,1,1
55,GRN,155,CHL,1981,1,0,1,1
55,GRN,155,CHL,1982,1,0,1,1
55,GRN,155,CHL,1983,1,0,1,1
55,GRN,155,CHL,1984,1,0,1,1
55,GRN,155,CHL,1985,1,0,1,1
55,GRN,155,CHL,1986,1,0,1,1
55,GRN,155,CHL,1987,1,0,1,1
55,GRN,155,CHL,1988,1,0,1,1
55,GRN,155,CHL,1989,1,0,1,1
55,GRN,155,CHL,1990,1,0,1,1
55,GRN,155,CHL,1991,1,0,1,1
55,GRN,155,CHL,1992,1,0,1,1
55,GRN,155,CHL,1993,1,0,1,1
55,GRN,155,CHL,1994,1,0,1,1
55,GRN,155,CHL,1995,1,0,1,1
55,GRN,155,CHL,1996,1,0,1,1
55,GRN,155,CHL,1997,1,0,1,1
55,GRN,155,CHL,1998,1,0,1,1
55,GRN,155,CHL,1999,1,0,1,1
55,GRN,155,CHL,2000,1,0,1,1
55,GRN,155,CHL,2001,1,0,1,1
55,GRN,155,CHL,2002,1,0,1,1
55,GRN,155,CHL,2003,1,0,1,1
55,GRN,155,CHL,2004,1,0,1,1
55,GRN,155,CHL,2005,1,0,1,1
55,GRN,155,CHL,2006,1,0,1,1
55,GRN,155,CHL,2007,1,0,1,1
55,GRN,155,CHL,2008,1,0,1,1
55,GRN,155,CHL,2009,1,0,1,1
55,GRN,155,CHL,2010,1,0,1,1
55,GRN,155,CHL,2011,1,0,1,1
55,GRN,155,CHL,2012,1,0,1,1
55,GRN,160,ARG,1975,1,0,1,1
55,GRN,160,ARG,1976,1,0,1,1
55,GRN,160,ARG,1977,1,0,1,1
55,GRN,160,ARG,1978,1,0,1,1
55,GRN,160,ARG,1979,1,0,1,1
55,GRN,160,ARG,1980,1,0,1,1
55,GRN,160,ARG,1981,1,0,1,1
55,GRN,160,ARG,1982,1,0,1,1
55,GRN,160,ARG,1983,1,0,1,1
55,GRN,160,ARG,1984,1,0,1,1
55,GRN,160,ARG,1985,1,0,1,1
55,GRN,160,ARG,1986,1,0,1,1
55,GRN,160,ARG,1987,1,0,1,1
55,GRN,160,ARG,1988,1,0,1,1
55,GRN,160,ARG,1989,1,0,1,1
55,GRN,160,ARG,1990,1,0,1,1
55,GRN,160,ARG,1991,1,0,1,1
55,GRN,160,ARG,1992,1,0,1,1
55,GRN,160,ARG,1993,1,0,1,1
55,GRN,160,ARG,1994,1,0,1,1
55,GRN,160,ARG,1995,1,0,1,1
55,GRN,160,ARG,1996,1,0,1,1
55,GRN,160,ARG,1997,1,0,1,1
55,GRN,160,ARG,1998,1,0,1,1
55,GRN,160,ARG,1999,1,0,1,1
55,GRN,160,ARG,2000,1,0,1,1
55,GRN,160,ARG,2001,1,0,1,1
55,GRN,160,ARG,2002,1,0,1,1
55,GRN,160,ARG,2003,1,0,1,1
55,GRN,160,ARG,2004,1,0,1,1
55,GRN,160,ARG,2005,1,0,1,1
55,GRN,160,ARG,2006,1,0,1,1
55,GRN,160,ARG,2007,1,0,1,1
55,GRN,160,ARG,2008,1,0,1,1
55,GRN,160,ARG,2009,1,0,1,1
55,GRN,160,ARG,2010,1,0,1,1
55,GRN,160,ARG,2011,1,0,1,1
55,GRN,160,ARG,2012,1,0,1,1
55,GRN,165,URU,1975,1,0,1,1
55,GRN,165,URU,1976,1,0,1,1
55,GRN,165,URU,1977,1,0,1,1
55,GRN,165,URU,1978,1,0,1,1
55,GRN,165,URU,1979,1,0,1,1
55,GRN,165,URU,1980,1,0,1,1
55,GRN,165,URU,1981,1,0,1,1
55,GRN,165,URU,1982,1,0,1,1
55,GRN,165,URU,1983,1,0,1,1
55,GRN,165,URU,1984,1,0,1,1
55,GRN,165,URU,1985,1,0,1,1
55,GRN,165,URU,1986,1,0,1,1
55,GRN,165,URU,1987,1,0,1,1
55,GRN,165,URU,1988,1,0,1,1
55,GRN,165,URU,1989,1,0,1,1
55,GRN,165,URU,1990,1,0,1,1
55,GRN,165,URU,1991,1,0,1,1
55,GRN,165,URU,1992,1,0,1,1
55,GRN,165,URU,1993,1,0,1,1
55,GRN,165,URU,1994,1,0,1,1
55,GRN,165,URU,1995,1,0,1,1
55,GRN,165,URU,1996,1,0,1,1
55,GRN,165,URU,1997,1,0,1,1
55,GRN,165,URU,1998,1,0,1,1
55,GRN,165,URU,1999,1,0,1,1
55,GRN,165,URU,2000,1,0,1,1
55,GRN,165,URU,2001,1,0,1,1
55,GRN,165,URU,2002,1,0,1,1
55,GRN,165,URU,2003,1,0,1,1
55,GRN,165,URU,2004,1,0,1,1
55,GRN,165,URU,2005,1,0,1,1
55,GRN,165,URU,2006,1,0,1,1
55,GRN,165,URU,2007,1,0,1,1
55,GRN,165,URU,2008,1,0,1,1
55,GRN,165,URU,2009,1,0,1,1
55,GRN,165,URU,2010,1,0,1,1
55,GRN,165,URU,2011,1,0,1,1
55,GRN,165,URU,2012,1,0,1,1
56,SLU,57,SVG,1981,1,0,1,1
56,SLU,57,SVG,1982,1,0,1,1
56,SLU,57,SVG,1983,1,0,1,1
56,SLU,57,SVG,1984,1,0,1,1
56,SLU,57,SVG,1985,1,0,1,1
56,SLU,57,SVG,1986,1,0,1,1
56,SLU,57,SVG,1987,1,0,1,1
56,SLU,57,SVG,1988,1,0,1,1
56,SLU,57,SVG,1989,1,0,1,1
56,SLU,57,SVG,1990,1,0,1,1
56,SLU,57,SVG,1991,1,0,1,1
56,SLU,57,SVG,1992,1,0,1,1
56,SLU,57,SVG,1993,1,0,1,1
56,SLU,57,SVG,1994,1,0,1,1
56,SLU,57,SVG,1995,1,0,1,1
56,SLU,57,SVG,1996,1,0,1,1
56,SLU,57,SVG,1997,1,0,1,1
56,SLU,57,SVG,1998,1,0,1,1
56,SLU,57,SVG,1999,1,0,1,1
56,SLU,57,SVG,2000,1,0,1,1
56,SLU,57,SVG,2001,1,0,1,1
56,SLU,57,SVG,2002,1,0,1,1
56,SLU,57,SVG,2003,1,0,1,1
56,SLU,57,SVG,2004,1,0,1,1
56,SLU,57,SVG,2005,1,0,1,1
56,SLU,57,SVG,2006,1,0,1,1
56,SLU,57,SVG,2007,1,0,1,1
56,SLU,57,SVG,2008,1,0,1,1
56,SLU,57,SVG,2009,1,0,1,1
56,SLU,57,SVG,2010,1,0,1,1
56,SLU,57,SVG,2011,1,0,1,1
56,SLU,57,SVG,2012,1,0,1,1
56,SLU,58,AAB,1981,1,0,1,1
56,SLU,58,AAB,1982,1,0,1,1
56,SLU,58,AAB,1983,1,0,1,1
56,SLU,58,AAB,1984,1,0,1,1
56,SLU,58,AAB,1985,1,0,1,1
56,SLU,58,AAB,1986,1,0,1,1
56,SLU,58,AAB,1987,1,0,1,1
56,SLU,58,AAB,1988,1,0,1,1
