ccode1,ccode2,year,dr_at_1,dr_at_2,de,stateabb1,stateabb2
,,,Diplomatic representation level of side 2 at side 1 (0: no evidence of diplomatic exchange; 1=charge d'affaires; 2=minister; 3=ambassador; 9=other),Diplomatic representation level of side 1 at side 2 (0: no evidence of diplomatic exchange; 1=charge d'affaires; 2=minister; 3=ambassador; 9=other),Any diplomatic exchange between side 1 and side 2 (0: neither side was represented in the other side; 1: at least one side was represented in the other side) level of side 1 at side 2 (0: no evidence of diplomatic exchange; 1=charg� d'affaires; 2=minister; 3=ambassador; 9=other),,
