stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc, version
,,,"military expenditure in 100,000s",military personnel in 1000s,iron and steel production,energy consumption,total population,urban population,composite index of national capability (scale: 0-1), 2011
